keyword,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,tot_cnt,slope
농산물,100.50251256281408,41.84100418410042,91.74311926605505,238.87079261672096,165.92920353982302,89.41877794336811,175.07723995880536,144.7178002894356,48.46526655896607,80.83140877598153,223.07202039515616,139.86013986013987,121.580547112462,74.44168734491315,142.85714285714286,35.842293906810035,97.5609756097561,55.432372505543235,180.18018018018017,91.38381201044386,209.33977455716587,75.41478129713424,204.74137931034483,79.30214115781126,157.17092337917487,190.2173913043478,86.65511265164645,75.75757575757575,84.95752123938031,151.05740181268882,115.32125205930807,97.82608695652173,36.04325190228274,57.54758742806552,53.61930294906166,63.85696040868455,0.0,387.0,-1.1937703377951494
민주당,50.25125628140704,0.0,0.0,0.0,0.0,0.0,10.298661174047373,0.0,0.0,46.18937644341801,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,11.086474501108647,0.0,0.0,32.2061191626409,15.082956259426847,21.551724137931036,23.79064234734338,29.469548133595286,0.0,0.0,0.0,0.0,0.0,8.237232289950576,10.869565217391305,60.07208650380456,97.38822487826472,0.0,31.928480204342275,0.0,64.0,0.5909189578691615
유희태,50.25125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2263570102766083
완주,50.25125628140704,0.0,0.0,21.715526601520086,11.061946902654867,14.903129657228018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.4066660294846476
일자리,50.25125628140704,0.0,30.581039755351682,10.857763300760043,55.309734513274336,14.903129657228018,20.597322348094746,0.0,48.46526655896607,0.0,44.61440407903123,0.0,30.3951367781155,24.81389578163772,14.285714285714286,8.960573476702509,0.0,0.0,0.0,13.054830287206267,0.0,0.0,10.775862068965518,0.0,29.469548133595286,0.0,0.0,0.0,0.0,6.042296072507553,16.474464579901152,10.869565217391305,0.0,22.13368747233289,0.0,6.385696040868455,0.0,42.0,-0.6924946784735255
공익적,100.50251256281408,41.84100418410042,152.9051987767584,21.715526601520086,66.3716814159292,0.0,20.597322348094746,28.94356005788712,0.0,0.0,12.746972594008923,0.0,15.19756838905775,49.62779156327544,42.857142857142854,26.881720430107528,0.0,0.0,30.03003003003003,26.109660574412533,0.0,0.0,32.327586206896555,7.930214115781126,9.82318271119843,0.0,0.0,7.575757575757576,29.985007496251875,18.12688821752266,0.0,0.0,8.009611533840609,13.280212483399735,6.702412868632708,0.0,0.0,55.0,-1.5072392158982262
위원회,50.25125628140704,0.0,0.0,10.857763300760043,44.24778761061947,14.903129657228018,92.68795056642637,0.0,48.46526655896607,115.47344110854503,6.373486297004462,23.31002331002331,0.0,124.06947890818859,100.0,89.60573476702508,48.78048780487805,44.34589800443459,30.03003003003003,13.054830287206267,48.309178743961354,60.33182503770739,21.551724137931036,23.79064234734338,0.0,0.0,17.33102253032929,45.45454545454545,39.9800099950025,54.38066465256797,32.948929159802304,43.47826086956522,44.052863436123346,48.69411243913236,13.404825737265416,38.31417624521073,0.0,141.0,-0.06502648002002938
고향기부제법,50.25125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2263570102766083
asf,150.7537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.6790710308298248
이재욱,150.7537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31017770597738,11.547344110854503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.7833436468270059
국제회의,150.7537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.6790710308298248
고위급,150.7537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.373486297004462,0.0,0.0,0.0,0.0,8.960573476702509,0.0,0.0,0.0,13.054830287206267,16.10305958132045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.706949977866312,0.0,0.0,0.0,11.0,-0.6110929000391558
